tag,stem,mode,bucket,n_steps,bright_threshold,calibration_start,calibration_stop,target_step_source,pixel_mae_ratio,corr_mean,slope_mean,corr_naive_mean,corr_p95,slope_p95,corr_naive_p95,corr_bright_frac90,slope_bright_frac90,corr_naive_bright_frac90
unet_image_only_delta_rft_anchored,GRA29_C20_45deg_particle1,rollout_anchored,256-512,256,3.55078125,2844,2848,frame_times,2.8285367488861084,-0.9884412058898542,-1.4426718111322745,nan,-0.8814662086688313,-0.7791438686265503,nan,-0.9288319890482802,-0.3865951306065597,nan
unet_image_only_delta_rft_anchored,GRA29_C20_45deg_particle2,rollout_anchored,0-32,32,3.166015625,2844,2848,frame_times,0.907203197479248,-0.5158901521036043,-2.1755936180721207,nan,-0.3284096554659591,-1.5779911364033288,nan,0.14343614068279484,2.202177293934365,nan
unet_image_only_delta_rft_anchored,GRA29_C20_45deg_particle2,rollout_anchored,32-128,96,3.166015625,2844,2848,frame_times,1.0685948133468628,-0.15561658561919658,-0.2186236268347182,nan,0.06018828673562361,0.1640734956241631,nan,-0.011224086166722488,-0.02376942856190891,nan
unet_image_only_delta_rft_anchored,GRA29_C20_45deg_particle2,rollout_anchored,128-256,128,3.166015625,2844,2848,frame_times,1.2864011526107788,0.06767763343402286,0.7310715186975801,nan,-0.3063935285265371,-4.1067890635358575,nan,-0.7838940214082228,-5.680893601530266,nan
unet_image_only_delta_rft_anchored,GRA29_C20_45deg_particle2,rollout_anchored,256-512,256,3.166015625,2844,2848,frame_times,1.3415818214416504,0.9014602142866276,3.7311794172192316,nan,0.35245203032640215,3.799528653311075,nan,0.7968368157504362,4.26716051496616,nan
unet_image_only_delta_rft_anchored,GRA29_C20_45deg_particle3,rollout_anchored,0-32,32,4.296875,2844,2848,frame_times,0.9018457531929016,0.11048594608758873,0.3506000096110384,nan,0.3900553079647734,2.8228347731032,nan,0.5056149058975794,0.8176954732510768,nan
unet_image_only_delta_rft_anchored,GRA29_C20_45deg_particle3,rollout_anchored,32-128,96,4.296875,2844,2848,frame_times,1.1690949201583862,-0.6350390537130683,-1.0970930672317563,nan,-0.00850426199966482,-0.020902178916161716,nan,-0.5673572829918277,-0.5713053877463047,nan
unet_image_only_delta_rft_anchored,GRA29_C20_45deg_particle3,rollout_anchored,128-256,128,4.296875,2844,2848,frame_times,1.4184976816177368,0.08457105796107037,0.5720447842406452,nan,0.48306936898200376,2.0955035047905124,nan,0.662610303343816,2.1990420369319787,nan
unet_image_only_delta_rft_anchored,GRA29_C20_45deg_particle3,rollout_anchored,256-512,256,4.296875,2844,2848,frame_times,1.0975618362426758,-0.9784547611386561,-102.13218256033913,nan,-0.8145937097642225,-45.70483575890563,nan,-0.9193290899154415,-14.174162782988905,nan
unet_image_only_delta_rft_anchored,GRA29_C20_45deg_particle4,rollout_anchored,0-32,32,5.1015625,2844,2848,frame_times,1.3487905263900757,-0.4067152410042846,-0.4812795311020141,nan,0.3979423482110521,1.9350260383766804,nan,0.17603949444935507,1.813793103448154,nan
unet_image_only_delta_rft_anchored,GRA29_C20_45deg_particle4,rollout_anchored,32-128,96,5.1015625,2844,2848,frame_times,1.3296674489974976,-0.49914565724273485,-19.12032398902189,nan,0.30263011852426935,0.6689900564973665,nan,0.29138083303015555,1.1010638297870654,nan
unet_image_only_delta_rft_anchored,GRA29_C20_45deg_particle4,rollout_anchored,128-256,128,5.1015625,2844,2848,frame_times,1.3346357345581055,0.06252437767610923,31.504250576472092,nan,0.12149547212865622,3.457342832532808,nan,0.04219213124096256,0.47730563230270445,nan
unet_image_only_delta_rft_anchored,GRA29_C20_45deg_particle4,rollout_anchored,256-512,256,5.1015625,2844,2848,frame_times,1.1440685987472534,0.9677080585510704,255.67915861022516,nan,0.3501432973303254,2.859414952222041,nan,-0.12771947444494033,-0.887490419719316,nan
unet_img_delta_lopo,GRA29_C20_25deg_particle1,next_frame,all,3000,0.53857421875,0,4,target_steps,0.7829245924949646,0.9999988499826065,0.9994670697941235,0.9999971320208509,0.9999968493999696,0.9997732573923294,0.9999920182767296,0.9999914880112739,0.9981565640365571,0.9999895009577281
unet_img_delta_lopo,GRA29_C20_25deg_particle2,next_frame,all,3000,0.65234375,0,4,target_steps,0.7730672955513,0.9999981099828571,0.9996156622207117,0.9999914006323228,0.9999900505638505,0.9995182421814194,0.999971014709949,0.9999856688881197,0.9991150036173462,0.9999701944081756
unet_img_delta_lopo,GRA29_C20_25deg_particle3,next_frame,all,3000,0.751953125,0,4,target_steps,0.7807599902153015,0.9999969519509763,0.9994230973915776,0.999992088487572,0.999992120844197,0.9997077533517612,0.9999852791896269,0.9999868127749744,0.9998258115310085,0.9999710484527436
unet_img_delta_lopo,GRA29_C20_25deg_particle4,next_frame,all,3000,1.083984375,0,4,target_steps,0.8190934062004089,0.9999918026269929,0.9992950609461733,0.9999809784259559,0.9999796771035563,0.9995648967606479,0.9999632665967104,0.9999565556865994,0.9994590703480781,0.999932770201435
unet_img_delta_lopo,GRA29_C20_45deg_particle1,next_frame,all,3000,0.52294921875,0,4,target_steps,0.7879694700241089,0.9999876186454244,0.9995420940356914,0.9999923763267862,0.9999904253368223,0.9995527233206931,0.9999762832844239,0.99999031876183,0.9986817668726227,0.9999857109071019
