tag,stem,mode,observable,phase,n_steps,slope_true_per_s,slope_pred_per_s,slope_naive_per_s
unet_multichannel_delta,GRA29_C20_45deg_particle2,next_frame,bright_frac90,positive_current,130,-5.023099683722474e-08,-8.094626470673373e-08,-6.134119933919376e-08
unet_multichannel_delta,GRA29_C20_45deg_particle2,next_frame,bright_frac90,negative_current,2794,1.041765600354639e-05,1.041635318871883e-05,1.0416921935595369e-05
unet_multichannel_delta,GRA29_C20_45deg_particle3,next_frame,mean,positive_current,130,-2.3755506530076087e-06,-2.3897238074626213e-06,-2.389822566839469e-06
unet_multichannel_delta,GRA29_C20_45deg_particle3,next_frame,mean,negative_current,2794,3.282283795937386e-05,3.275285541496034e-05,3.280711064274803e-05
unet_multichannel_delta,GRA29_C20_45deg_particle3,next_frame,p95,positive_current,130,1.6564618447392059e-06,1.0414825026777904e-05,1.6092501421312558e-06
unet_multichannel_delta,GRA29_C20_45deg_particle3,next_frame,p95,negative_current,2794,6.955119729271142e-05,6.941357897104656e-05,6.952166505557348e-05
unet_multichannel_delta,GRA29_C20_45deg_particle3,next_frame,bright_frac90,positive_current,130,-9.42358073083201e-07,-1.2210297511580767e-06,-9.311183800032299e-07
unet_multichannel_delta,GRA29_C20_45deg_particle3,next_frame,bright_frac90,negative_current,2794,1.105844520051928e-05,1.1056137617241926e-05,1.1054935330370819e-05
unet_multichannel_delta,GRA29_C20_45deg_particle4,next_frame,mean,positive_current,130,-1.1764593538342311e-05,-1.1514290580826108e-05,-1.1900953391613548e-05
unet_multichannel_delta,GRA29_C20_45deg_particle4,next_frame,mean,negative_current,2794,3.162726271033146e-05,3.116799445706349e-05,3.160682435870868e-05
unet_multichannel_delta,GRA29_C20_45deg_particle4,next_frame,p95,positive_current,130,-2.7804316708432016e-05,-2.0206436258717024e-05,-2.8402472302609942e-05
unet_multichannel_delta,GRA29_C20_45deg_particle4,next_frame,p95,negative_current,2794,7.124461229184384e-05,7.096598764327811e-05,7.120125444949397e-05
unet_multichannel_delta,GRA29_C20_45deg_particle4,next_frame,bright_frac90,positive_current,130,-7.468720029481563e-07,-8.214407229173418e-07,-7.459017276879111e-07
unet_multichannel_delta,GRA29_C20_45deg_particle4,next_frame,bright_frac90,negative_current,2794,8.233505063815039e-06,8.176698522262482e-06,8.230248866244606e-06
unet_multichannel_delta,GRA29_C20_25deg_particle1,rollout,mean,negative_current,512,3.65409893384446e-07,7.71989761813141e+24,2.325048961131679e-20
unet_multichannel_delta,GRA29_C20_25deg_particle1,rollout,p95,negative_current,512,7.310052861062411e-07,1.6961237783773962e+26,-6.20013056301781e-20
unet_multichannel_delta,GRA29_C20_25deg_particle1,rollout,bright_frac90,negative_current,512,8.139019526070584e-07,1.2391029076853694e-05,-6.642997031804797e-21
unet_multichannel_delta,GRA29_C20_25deg_particle2,rollout,mean,negative_current,512,2.354665671830219e-07,-1.9794139270701353e-05,3.321498515902399e-20
unet_multichannel_delta,GRA29_C20_25deg_particle2,rollout,p95,negative_current,512,-2.4730645900888798e-06,-8.660958222746213e-06,5.3143976254438374e-20
unet_multichannel_delta,GRA29_C20_25deg_particle2,rollout,bright_frac90,negative_current,512,-3.70128145446711e-06,-1.1092169071710023e-05,4.428664687869865e-21
unet_multichannel_delta,GRA29_C20_25deg_particle3,rollout,mean,negative_current,512,-4.3222710213227454e-07,-2.8782724427385656e+16,1.5500326407544526e-20
unet_multichannel_delta,GRA29_C20_25deg_particle3,rollout,p95,negative_current,512,-4.6809114227357486e-06,1.4706457003413874e+16,1.771465875147946e-20
unet_multichannel_delta,GRA29_C20_25deg_particle3,rollout,bright_frac90,negative_current,512,-5.566149357576111e-07,2.5516382284792585e-05,1.3285994063609593e-20
unet_multichannel_delta,GRA29_C20_25deg_particle4,rollout,mean,negative_current,512,-3.2073128809047886e-06,-1.5107500846219124e-05,4.650097922263358e-20
unet_multichannel_delta,GRA29_C20_25deg_particle4,rollout,p95,negative_current,512,-1.3223871864359145e-05,8.860077338896319e-06,-7.085863500591784e-20
unet_multichannel_delta,GRA29_C20_25deg_particle4,rollout,bright_frac90,negative_current,512,-6.284922566272294e-06,1.4518016993448287e-06,-2.2143323439349326e-21
unet_multichannel_delta,GRA29_C20_45deg_particle1,rollout,mean,negative_current,487,-4.724146973201428e-07,-1.7504286904169974e+26,0.0
unet_multichannel_delta,GRA29_C20_45deg_particle1,rollout,p95,negative_current,487,-9.373561589182794e-07,3.612455563928132e+26,1.9090354101516748e-20
unet_multichannel_delta,GRA29_C20_45deg_particle1,rollout,bright_frac90,negative_current,487,-1.0704233749227548e-06,1.2644873456312545e-05,7.158882788068782e-21
unet_multichannel_delta,GRA29_C20_45deg_particle2,rollout,mean,negative_current,487,-2.2971232605601453e-07,-3.766285643453181e-05,-1.2528044879120367e-20
unet_multichannel_delta,GRA29_C20_45deg_particle2,rollout,p95,negative_current,487,-1.0304791328802411e-06,-5.579841991893653e-06,-6.681623935530863e-20
unet_multichannel_delta,GRA29_C20_45deg_particle2,rollout,bright_frac90,negative_current,487,-1.6286107522346768e-06,-8.159487693010058e-06,-5.965735656723984e-21
unet_multichannel_delta,GRA29_C20_45deg_particle3,rollout,mean,negative_current,487,-1.417449923544496e-06,-1.7773573284895884e-05,-1.4317765576137564e-20
unet_multichannel_delta,GRA29_C20_45deg_particle3,rollout,p95,negative_current,487,-2.818570080096275e-06,-6.708194994401662e-07,-9.545177050758374e-21
unet_multichannel_delta,GRA29_C20_45deg_particle3,rollout,bright_frac90,negative_current,487,-1.3700851080559205e-06,-8.627039166078792e-07,0.0
unet_multichannel_delta,GRA29_C20_45deg_particle4,rollout,mean,negative_current,487,-9.172341527055241e-07,-6.978133547684666e-06,2.3862942626895936e-20
unet_multichannel_delta,GRA29_C20_45deg_particle4,rollout,p95,negative_current,487,-5.803967104964865e-06,2.270237268956939e-05,1.622680098628924e-19
unet_multichannel_delta,GRA29_C20_45deg_particle4,rollout,bright_frac90,negative_current,487,-1.6752239710318365e-06,3.9671513821730665e-06,-1.1931471313447968e-21
walrus_native,GRA29_C20_45deg_particle1,next_frame,mean,positive_current,21,-5.703442323186224e-06,-9.292220314538373e-07,-9.416909588844731e-07
walrus_native,GRA29_C20_45deg_particle1,next_frame,mean,negative_current,465,3.0899909094528e-05,3.088233228924873e-05,3.0879332426798125e-05
walrus_native,GRA29_C20_45deg_particle1,next_frame,p95,positive_current,21,-7.717185160704782e-07,-1.1720658706918633e-06,-2.1389841531688147e-06
walrus_native,GRA29_C20_45deg_particle1,next_frame,p95,negative_current,465,5.104338698354282e-05,5.099949917944128e-05,5.101856765534027e-05
walrus_native,GRA29_C20_45deg_particle1,next_frame,bright_frac90,positive_current,21,1.5701747256325438e-06,-1.455629287003379e-07,-1.3361975037761385e-07
walrus_native,GRA29_C20_45deg_particle1,next_frame,bright_frac90,negative_current,465,1.1529860540392592e-05,1.1484315030953856e-05,1.1527479062965722e-05
walrus_native,GRA29_C20_45deg_particle2,next_frame,mean,positive_current,21,-8.262540867157993e-06,3.7150167627484806e-07,3.4173912779569486e-07
walrus_native,GRA29_C20_45deg_particle2,next_frame,mean,negative_current,465,2.6239356731170876e-05,2.6227601629050576e-05,2.6222231624184443e-05
walrus_native,GRA29_C20_45deg_particle2,next_frame,p95,positive_current,21,2.4310885906694272e-05,-2.237005400654743e-08,-5.472332020116406e-08
walrus_native,GRA29_C20_45deg_particle2,next_frame,p95,negative_current,465,4.526370027685946e-05,4.52405577998535e-05,4.5239369885938114e-05
walrus_native,GRA29_C20_45deg_particle2,next_frame,bright_frac90,positive_current,21,-3.0948047293145483e-06,4.0747411109224614e-07,2.7875235049792814e-07
walrus_native,GRA29_C20_45deg_particle2,next_frame,bright_frac90,negative_current,465,1.0435498537048247e-05,1.0393071890529019e-05,1.0434092620989566e-05
walrus_native,GRA29_C20_45deg_particle3,next_frame,mean,positive_current,21,-6.6054348494402445e-06,-1.5210028291982895e-06,-1.5313161930225114e-06
walrus_native,GRA29_C20_45deg_particle3,next_frame,mean,negative_current,465,3.288226088914856e-05,3.285704847904989e-05,3.286103186699279e-05
walrus_native,GRA29_C20_45deg_particle3,next_frame,p95,positive_current,21,1.0392024097496207e-05,4.282918963924687e-07,4.527491212209755e-08
walrus_native,GRA29_C20_45deg_particle3,next_frame,p95,negative_current,465,6.966742822423866e-05,6.96420760992727e-05,6.963931748077992e-05
walrus_native,GRA29_C20_45deg_particle3,next_frame,bright_frac90,positive_current,21,-3.786595281709948e-06,-4.4465534803271826e-07,-3.2266327356206265e-07
walrus_native,GRA29_C20_45deg_particle3,next_frame,bright_frac90,negative_current,465,1.1077139151456697e-05,1.1069727271703974e-05,1.1072470892932271e-05
walrus_native,GRA29_C20_45deg_particle4,next_frame,mean,positive_current,21,-6.503375719915234e-05,-2.4858970354335167e-06,-2.517492861877816e-06
walrus_native,GRA29_C20_45deg_particle4,next_frame,mean,negative_current,465,3.167229437565985e-05,3.165995659649868e-05,3.1656768787790024e-05
walrus_native,GRA29_C20_45deg_particle4,next_frame,p95,positive_current,21,-0.00018250739253607653,1.1183426185561211e-07,7.523199295698112e-07
walrus_native,GRA29_C20_45deg_particle4,next_frame,p95,negative_current,465,7.133343994475432e-05,7.133052202627877e-05,7.131536213159156e-05
walrus_native,GRA29_C20_45deg_particle4,next_frame,bright_frac90,positive_current,21,-3.2718959057655283e-06,-4.0064240692325407e-07,-4.412768282314461e-07
walrus_native,GRA29_C20_45deg_particle4,next_frame,bright_frac90,negative_current,465,8.246470689515137e-06,8.23750126642395e-06,8.247110079938362e-06
walrus_native,GRA29_C20_45deg_particle1,rollout_anchored,mean,positive_current,486,-8.904151685296403e-06,9.21179133315319e-05,9.211591118084803e-05
walrus_native,GRA29_C20_45deg_particle1,rollout_anchored,p95,positive_current,486,-6.127641049137314e-06,0.00013737291510248305,0.00013734373645322442
walrus_native,GRA29_C20_45deg_particle1,rollout_anchored,bright_frac90,positive_current,486,-1.8347620021130808e-06,2.8475194057198958e-05,2.8608138852886584e-05
walrus_native,GRA29_C20_45deg_particle2,rollout_anchored,mean,positive_current,486,-2.4725692836030048e-06,9.021596909688934e-05,9.021728623516286e-05
walrus_native,GRA29_C20_45deg_particle2,rollout_anchored,p95,positive_current,486,4.10746569008205e-07,0.00015299551126714435,0.00015305698609282753
walrus_native,GRA29_C20_45deg_particle2,rollout_anchored,bright_frac90,positive_current,486,-2.454136007408475e-07,1.9147367378082618e-05,1.9250825323848055e-05
walrus_native,GRA29_C20_45deg_particle3,rollout_anchored,mean,positive_current,486,-4.664262405220015e-05,9.56032299528505e-05,9.560292403114798e-05
walrus_native,GRA29_C20_45deg_particle3,rollout_anchored,p95,positive_current,486,-4.185410632329694e-05,0.00011959365027418761,0.00011958435764555373
walrus_native,GRA29_C20_45deg_particle3,rollout_anchored,bright_frac90,positive_current,486,-4.13156515622397e-06,1.4081807671040374e-05,1.4073203944542024e-05
walrus_native,GRA29_C20_45deg_particle4,rollout_anchored,mean,positive_current,486,-3.2397967901656835e-05,0.00010223934284586706,0.00010223965252340268
walrus_native,GRA29_C20_45deg_particle4,rollout_anchored,p95,positive_current,486,-5.4905767322851456e-09,0.00012222621870506807,0.00012221518079410013
walrus_native,GRA29_C20_45deg_particle4,rollout_anchored,bright_frac90,positive_current,486,-4.966099839430361e-07,1.335801163131809e-05,1.3378066561811714e-05
walrus_native_corrected,GRA29_C20_45deg_particle1,rollout_anchored,mean,positive_current,486,-8.904151685296403e-06,9.21179133315319e-05,1.3393696362946118e-19
walrus_native_corrected,GRA29_C20_45deg_particle1,rollout_anchored,p95,positive_current,486,-6.127641049137314e-06,0.00013737291510248305,-2.296062233647906e-19
walrus_native_corrected,GRA29_C20_45deg_particle1,rollout_anchored,bright_frac90,positive_current,486,-1.8347620021130808e-06,2.8475194057198958e-05,-1.1958657466916176e-21
walrus_native_corrected,GRA29_C20_45deg_particle2,rollout_anchored,mean,positive_current,486,-2.4725692836030048e-06,9.021596909688934e-05,1.148031116823953e-19
walrus_native_corrected,GRA29_C20_45deg_particle2,rollout_anchored,p95,positive_current,486,4.10746569008205e-07,0.00015299551126714435,-2.296062233647906e-19
walrus_native_corrected,GRA29_C20_45deg_particle2,rollout_anchored,bright_frac90,positive_current,486,-2.454136007408475e-07,1.9147367378082618e-05,2.03297176937575e-20
walrus_native_corrected,GRA29_C20_45deg_particle3,rollout_anchored,mean,positive_current,486,-4.664262405220015e-05,9.56032299528505e-05,3.6354318699425175e-19
walrus_native_corrected,GRA29_C20_45deg_particle3,rollout_anchored,p95,positive_current,486,-4.185410632329694e-05,0.00011959365027418761,-3.8267703894131763e-20
walrus_native_corrected,GRA29_C20_45deg_particle3,rollout_anchored,bright_frac90,positive_current,486,-4.13156515622397e-06,1.4081807671040374e-05,2.3917314933832352e-21
walrus_native_corrected,GRA29_C20_45deg_particle4,rollout_anchored,mean,positive_current,486,-3.2397967901656835e-05,0.00010223934284586706,-3.8267703894131763e-20
walrus_native_corrected,GRA29_C20_45deg_particle4,rollout_anchored,p95,positive_current,486,-5.4905767322851456e-09,0.00012222621870506807,8.418894856708988e-19
walrus_native_corrected,GRA29_C20_45deg_particle4,rollout_anchored,bright_frac90,positive_current,486,-4.966099839430361e-07,1.335801163131809e-05,5.979328733458088e-21
